customer_id,name,email,age,gender,gv_plus_member,gv_plus_tier,registration_date,last_visit_date,recency_days,total_visits,total_spend,avg_ticket_price,pct_weekend_visits,pct_evening_visits,favourite_genre,preferred_location,acquisition_channel
GV004481,Amirah Kumar,amirah.kumar22@email.com,53,Prefer not to say,0,Free,2024-01-28,2024-09-20,103,6,85.95,14.32,0.548,0.399,Action,Paya Lebar,GV App
GV004482,Nadia Abdullah,nadia.abdullah77@email.com,55,F,1,Platinum,2021-11-27,2024-12-27,5,18,430.33,23.91,0.723,0.721,Sci-Fi,JEM,Walk-in
GV004483,Surya Ng,surya.ng46@email.com,60,M,0,Free,2022-11-19,2024-09-12,111,2,31.51,15.75,0.492,0.359,Sci-Fi,Bishan,Corporate
GV004484,Hafiz Goh,hafiz.goh49@email.com,21,M,0,Free,2023-11-25,2024-10-22,71,1,16.35,16.35,0.347,0.554,Romance,Yishun,Website
GV004485,Hafiz Hussain,hafiz.hussain77@email.com,34,F,1,Gold,2023-09-27,2024-12-17,15,21,692.75,32.99,0.763,0.985,Thriller,Tampines,Walk-in
GV004486,Zhen Wei Ramachandran,zhen.wei.ramachandran17@email.com,42,M,0,Free,2024-05-31,2024-12-15,17,32,848.42,26.51,0.907,0.995,Action,Tampines,Walk-in
GV004487,Shreya Abdullah,shreya.abdullah30@email.com,55,F,0,Free,2023-01-12,2024-12-02,30,18,1235.55,68.64,0.899,0.138,Comedy,Paya Lebar,Walk-in
GV004488,Faiz Wong,faiz.wong65@email.com,63,M,0,Free,2024-07-02,2024-07-17,168,5,87.6,17.52,0.526,0.347,Comedy,Tampines,GV App
GV004489,Hui Min Abdullah,hui.min.abdullah38@email.com,18,F,0,Free,2023-03-21,2024-12-08,24,21,591.43,28.16,0.961,0.701,Action,Yishun,Website
GV004490,Jasmine Chua,jasmine.chua61@email.com,43,F,1,Platinum,2024-01-11,2024-12-04,28,26,814.74,31.34,0.839,0.882,Thriller,Paya Lebar,Corporate
GV004491,Xiu Ying Nair,xiu.ying.nair42@email.com,56,F,1,Standard,2024-01-18,2024-06-22,193,4,78.7,19.68,0.588,0.561,Animation,Bishan,Website
GV004492,Jasmine Nair,jasmine.nair53@email.com,30,F,1,Gold,2022-12-23,2024-12-21,11,32,1067.78,33.37,0.927,0.7,Sci-Fi,Jurong Point,GV App
GV004493,Amirah Chua,amirah.chua64@email.com,27,F,1,Standard,2023-10-12,2024-09-21,102,5,67.9,13.58,0.549,0.593,Animation,Yishun,GV App
GV004494,Arjun Pillai,arjun.pillai73@email.com,38,F,0,Free,2024-03-16,2024-12-25,7,24,570.96,23.79,0.892,0.741,Action,Bishan,Walk-in
GV004495,Xiu Ying Pillai,xiu.ying.pillai34@email.com,53,M,1,Standard,2022-02-13,2024-09-13,110,4,72.03,18.01,0.669,0.675,Comedy,Yishun,Partner Referral
GV004496,Jia Qi Tan,jia.qi.tan91@email.com,54,M,0,Free,2022-01-16,2024-09-28,95,5,64.83,12.97,0.397,0.391,Comedy,Kallang Leisure Park,Partner Referral
GV004497,Chen Hao Hussain,chen.hao.hussain19@email.com,45,M,1,Gold,2023-04-23,2024-11-20,42,16,1074.48,67.16,0.657,0.135,Romance,Vivocity,GV App
GV004498,Nadia Kumar,nadia.kumar20@email.com,35,F,1,Standard,2023-04-05,2024-07-15,170,4,52.53,13.13,0.667,0.492,Action,Yishun,Website
GV004499,Chen Hao Goh,chen.hao.goh41@email.com,25,F,1,Gold,2024-05-16,2024-12-22,10,35,914.94,26.14,0.817,0.873,Sci-Fi,Kallang Leisure Park,Website
GV004500,Zhen Wei Lee,zhen.wei.lee39@email.com,33,M,1,Silver,2023-03-24,2024-12-22,10,12,1040.5,86.71,0.884,0.293,Animation,Yishun,Walk-in
GV004501,Siti Kumar,siti.kumar29@email.com,38,M,0,Free,2022-05-24,2024-02-22,314,10,261.61,26.16,0.519,0.439,Thriller,Tampines,Social Media
GV004502,Amelia Hussain,amelia.hussain44@email.com,19,F,1,Gold,2023-01-23,2024-12-26,6,39,1120.58,28.73,0.761,0.76,Action,Tampines,GV App
GV004503,Arjun Lee,arjun.lee89@email.com,42,F,0,Free,2022-02-27,2024-12-23,9,27,696.86,25.81,0.703,0.855,Sci-Fi,Paya Lebar,Website
GV004504,Amelia Abdullah,amelia.abdullah28@email.com,32,F,1,Silver,2022-11-17,2024-12-11,21,13,797.87,61.37,0.861,0.202,Romance,Kallang Leisure Park,Walk-in
GV004505,Wei Jie Nair,wei.jie.nair64@email.com,50,F,0,Free,2023-02-08,2024-05-28,218,8,149.26,18.66,0.566,0.641,Horror,Jurong Point,Website
GV004506,Siti Abdullah,siti.abdullah14@email.com,32,F,0,Free,2022-11-23,2024-08-25,129,3,50.59,16.86,0.331,0.321,Horror,Tampines,Walk-in
GV004507,Surya Yeo,surya.yeo68@email.com,43,M,1,Platinum,2024-05-16,2024-12-10,22,11,798.12,72.56,0.445,0.635,Thriller,Paya Lebar,Social Media
GV004508,Darren Ng,darren.ng20@email.com,58,M,1,Gold,2023-04-19,2024-12-14,18,19,653.26,34.38,0.985,0.898,Thriller,Bishan,Social Media
GV004509,Ryan Teo,ryan.teo52@email.com,67,M,0,Free,2024-01-02,2024-09-24,99,6,110.27,18.38,0.527,0.648,Comedy,Tampines,Partner Referral
GV004510,Karthik Lim,karthik.lim49@email.com,65,M,0,Free,2022-05-27,2024-01-09,358,14,299.68,21.41,0.437,0.639,Drama,Kallang Leisure Park,Walk-in
GV004511,Jasmine Patel,jasmine.patel45@email.com,42,M,1,Platinum,2024-11-25,2024-12-14,18,6,463.01,77.17,0.626,0.799,Drama,Bishan,Website
GV004512,Priya Yeo,priya.yeo51@email.com,69,F,0,Free,2022-12-21,2024-07-12,173,3,40.77,13.59,0.658,0.426,Sci-Fi,Kallang Leisure Park,Partner Referral
GV004513,Zhen Wei Chen,zhen.wei.chen90@email.com,69,M,0,Free,2022-05-11,2024-12-19,13,28,933.08,33.32,0.882,0.695,Thriller,Paya Lebar,Corporate
GV004514,Ryan Kumar,ryan.kumar29@email.com,16,M,0,Free,2022-01-17,2024-09-10,113,2,29.7,14.85,0.537,0.375,Sci-Fi,Jurong Point,Corporate
GV004515,Priya Teo,priya.teo93@email.com,57,M,1,Platinum,2024-01-28,2024-12-22,10,20,667.13,33.36,0.981,0.913,Action,Vivocity,Social Media
GV004516,Surya Patel,surya.patel60@email.com,53,F,0,Free,2023-09-29,2024-08-19,135,4,50.05,12.51,0.458,0.491,Drama,Paya Lebar,GV App
GV004517,Nicole Chen,nicole.chen44@email.com,55,M,1,Silver,2023-07-08,2024-12-07,25,14,938.92,67.07,0.641,0.373,Romance,Jurong Point,Walk-in
GV004518,Zhen Wei Pillai,zhen.wei.pillai80@email.com,26,M,0,Free,2023-06-28,2024-09-14,109,6,118.83,19.8,0.524,0.563,Comedy,JEM,Partner Referral
GV004519,Zhen Wei Nair,zhen.wei.nair82@email.com,18,F,1,Gold,2024-03-22,2024-12-30,2,36,1111.63,30.88,0.785,0.971,Thriller,JEM,Website
GV004520,Zhen Wei Ng,zhen.wei.ng16@email.com,39,M,0,Free,2024-10-17,2024-08-11,143,4,53.37,13.34,0.403,0.336,Drama,Bishan,GV App
GV004521,Arjun Hussain,arjun.hussain87@email.com,54,F,0,Free,2024-02-05,2024-11-26,36,11,740.04,67.28,0.883,0.382,Romance,Tampines,GV App
GV004522,Amelia Koh,amelia.koh30@email.com,43,M,1,Standard,2024-07-30,2024-08-16,138,5,77.77,15.55,0.552,0.467,Action,Kallang Leisure Park,GV App
GV004523,Faiz Goh,faiz.goh44@email.com,32,M,0,Free,2023-02-21,2024-07-24,161,3,50.22,16.74,0.558,0.541,Sci-Fi,Kallang Leisure Park,Partner Referral
GV004524,Xiu Ying Wong,xiu.ying.wong14@email.com,33,F,1,Gold,2024-07-17,2024-11-25,37,6,465.94,77.66,0.515,0.749,Action,Kallang Leisure Park,Partner Referral
GV004525,Jun Hao Ramachandran,jun.hao.ramachandran52@email.com,31,Prefer not to say,1,Platinum,2022-11-26,2024-12-25,7,27,613.08,22.71,0.891,0.907,Sci-Fi,JEM,GV App
GV004526,Ling Ling Teo,ling.ling.teo44@email.com,44,M,0,Free,2023-02-26,2024-11-14,48,9,618.13,68.68,0.656,0.272,Comedy,Vivocity,Website
GV004527,Karthik Goh,karthik.goh30@email.com,62,M,0,Free,2023-03-09,2024-06-29,186,1,14.68,14.68,0.392,0.427,Drama,Vivocity,Partner Referral
GV004528,Ling Ling Koh,ling.ling.koh81@email.com,54,F,0,Free,2021-12-21,2024-07-09,176,2,27.43,13.72,0.442,0.357,Animation,Paya Lebar,GV App
GV004529,Faiz Chen,faiz.chen45@email.com,69,F,1,Platinum,2023-05-07,2024-12-13,19,33,779.22,23.61,0.804,0.793,Sci-Fi,Vivocity,GV App
GV004530,Karthik Ng,karthik.ng26@email.com,37,M,1,Platinum,2021-12-02,2024-12-05,27,10,517.03,51.7,0.651,0.764,Thriller,Jurong Point,Website
GV004531,Jun Hao Yeo,jun.hao.yeo62@email.com,41,M,1,Standard,2024-11-25,2024-08-03,151,12,330.46,27.54,0.423,0.435,Comedy,Vivocity,Website
GV004532,Ryan Goh,ryan.goh28@email.com,45,F,1,Standard,2022-12-02,2024-06-25,190,5,64.16,12.83,0.699,0.433,Horror,Tampines,Walk-in
GV004533,Darren Koh,darren.koh30@email.com,64,Prefer not to say,0,Free,2024-10-18,2024-08-05,149,6,78.0,13.0,0.648,0.307,Comedy,Vivocity,Partner Referral
GV004534,Jia Qi Ng,jia.qi.ng17@email.com,35,F,0,Free,2024-09-19,2024-12-21,11,26,712.46,27.4,0.841,0.744,Thriller,Kallang Leisure Park,Website
GV004535,Chen Hao Nair,chen.hao.nair47@email.com,58,F,0,Free,2022-03-24,2024-11-08,54,14,912.84,65.2,0.743,0.148,Romance,Kallang Leisure Park,GV App
GV004536,Nadia Koh,nadia.koh92@email.com,41,M,0,Free,2021-12-05,2024-06-28,187,8,214.52,26.81,0.466,0.563,Comedy,Bishan,GV App
GV004537,Surya Tan,surya.tan44@email.com,18,M,0,Free,2023-04-22,2024-04-26,250,12,231.72,19.31,0.55,0.744,Horror,Kallang Leisure Park,GV App
GV004538,Ling Ling Lee,ling.ling.lee15@email.com,39,F,1,Standard,2021-11-03,2024-06-24,191,5,70.17,14.03,0.33,0.556,Drama,Bishan,GV App
GV004539,Xiu Ying Lee,xiu.ying.lee84@email.com,16,M,1,Gold,2024-07-14,2024-12-14,18,28,951.63,33.99,0.887,0.809,Thriller,Vivocity,GV App
GV004540,Siti Yeo,siti.yeo48@email.com,64,F,1,Gold,2024-04-25,2024-11-25,37,11,513.85,46.71,0.674,0.568,Thriller,Jurong Point,Walk-in
GV004541,Wei Jie Nair,wei.jie.nair46@email.com,28,F,0,Free,2023-10-30,2024-08-28,126,4,56.65,14.16,0.586,0.457,Action,JEM,GV App
GV004542,Karthik Chen,karthik.chen47@email.com,21,M,0,Free,2023-06-11,2024-12-24,8,25,586.96,23.48,0.921,0.711,Action,Yishun,Partner Referral
GV004543,Jasmine Teo,jasmine.teo63@email.com,27,F,1,Gold,2022-03-02,2024-12-17,15,11,711.01,64.64,0.779,0.296,Animation,JEM,Social Media
GV004544,Ling Ling Hussain,ling.ling.hussain60@email.com,56,M,0,Free,2024-01-07,2024-12-31,1,35,807.84,23.08,0.729,0.906,Thriller,JEM,Website
GV004545,Siti Singh,siti.singh86@email.com,17,F,1,Standard,2023-05-15,2024-07-20,165,3,44.43,14.81,0.556,0.572,Sci-Fi,Paya Lebar,Website
GV004546,Hafiz Lee,hafiz.lee55@email.com,56,F,1,Platinum,2023-04-05,2024-12-05,27,33,1118.65,33.9,0.723,0.874,Thriller,Vivocity,GV App
GV004547,Nicole Pillai,nicole.pillai66@email.com,36,F,0,Free,2022-06-16,2024-08-30,124,2,32.27,16.14,0.355,0.644,Drama,Yishun,GV App
GV004548,Arjun Yeo,arjun.yeo88@email.com,37,F,0,Free,2022-04-03,2024-05-09,237,13,226.74,17.44,0.469,0.767,Action,Jurong Point,GV App
GV004549,Mei Ling Pillai,mei.ling.pillai71@email.com,47,M,0,Free,2023-04-01,2024-12-22,10,18,1360.75,75.6,0.684,0.257,Comedy,JEM,Website
GV004550,Ling Ling Abdullah,ling.ling.abdullah23@email.com,49,M,0,Free,2023-12-24,2024-07-09,176,4,49.39,12.35,0.47,0.327,Thriller,Vivocity,GV App
GV004551,Amirah Lee,amirah.lee67@email.com,60,M,1,Platinum,2023-06-06,2024-12-17,15,28,979.1,34.97,0.96,0.807,Sci-Fi,Tampines,Website
GV004552,Shreya Tan,shreya.tan67@email.com,30,F,1,Platinum,2021-11-04,2024-11-24,38,4,185.24,46.31,0.474,0.585,Action,Jurong Point,GV App
GV004553,Tan Wei Ong,tan.wei.ong71@email.com,67,M,1,Gold,2023-04-11,2024-12-18,14,39,1265.35,32.44,0.882,0.692,Thriller,Yishun,GV App
GV004554,Hui Min Abdullah,hui.min.abdullah12@email.com,62,F,0,Free,2023-06-13,2024-11-03,59,12,895.44,74.62,0.618,0.148,Romance,Jurong Point,Corporate
GV004555,Ryan Ng,ryan.ng26@email.com,18,M,1,Gold,2024-06-07,2024-12-28,4,35,931.75,26.62,0.973,0.753,Sci-Fi,Bishan,Walk-in
GV004556,Zhen Wei Tan,zhen.wei.tan92@email.com,43,M,0,Free,2022-10-14,2024-12-29,3,29,843.97,29.1,0.747,0.739,Sci-Fi,Yishun,Social Media
GV004557,Xiu Ying Chua,xiu.ying.chua59@email.com,47,M,1,Silver,2024-02-25,2024-11-15,47,9,664.9,73.88,0.877,0.111,Animation,Yishun,Partner Referral
GV004558,Ryan Singh,ryan.singh75@email.com,26,M,1,Gold,2023-03-22,2024-12-16,16,20,521.56,26.08,0.732,0.961,Action,Vivocity,Website
GV004559,Tan Wei Abdullah,tan.wei.abdullah69@email.com,22,M,0,Free,2021-10-16,2024-03-09,298,14,328.99,23.5,0.799,0.799,Horror,Paya Lebar,Website
GV004560,Xiu Ying Teo,xiu.ying.teo86@email.com,39,F,0,Free,2022-07-14,2024-12-05,27,30,788.39,26.28,0.773,0.904,Thriller,Jurong Point,Walk-in
GV004561,Karthik Kumar,karthik.kumar28@email.com,38,M,0,Free,2023-11-01,2024-07-23,162,6,82.52,13.75,0.643,0.473,Horror,Tampines,Walk-in
GV004562,Faiz Nair,faiz.nair20@email.com,58,F,0,Free,2022-08-11,2024-12-17,15,35,1106.04,31.6,0.901,0.919,Action,Vivocity,Partner Referral
GV004563,Rajan Kumar,rajan.kumar17@email.com,41,F,0,Free,2022-07-31,2024-12-12,20,38,1174.8,30.92,0.762,0.689,Action,Tampines,Partner Referral
GV004564,Priya Hussain,priya.hussain52@email.com,57,F,1,Gold,2024-05-14,2024-12-13,19,18,584.63,32.48,0.821,0.869,Action,Yishun,Social Media
GV004565,Amirah Chen,amirah.chen12@email.com,59,F,0,Free,2023-04-06,2024-12-21,11,24,818.82,34.12,0.866,0.913,Action,Yishun,Walk-in
GV004566,Hui Min Abdullah,hui.min.abdullah93@email.com,60,M,0,Free,2023-09-12,2024-06-14,201,5,90.21,18.04,0.693,0.48,Action,JEM,Website
GV004567,Faiz Ng,faiz.ng56@email.com,34,M,0,Free,2022-07-10,2024-09-27,96,5,64.12,12.82,0.671,0.459,Animation,JEM,Walk-in
GV004568,Jia Qi Lee,jia.qi.lee86@email.com,28,M,1,Gold,2022-09-01,2024-12-16,16,22,609.89,27.72,0.808,0.918,Thriller,Kallang Leisure Park,Partner Referral
GV004569,Hafiz Lim,hafiz.lim54@email.com,29,M,1,Gold,2022-07-12,2024-12-23,9,7,408.44,58.35,0.68,0.84,Thriller,Tampines,GV App
GV004570,Amelia Tan,amelia.tan96@email.com,29,F,1,Gold,2023-01-30,2024-12-07,25,29,729.42,25.15,0.731,0.762,Thriller,Paya Lebar,Website
GV004571,Marcus Singh,marcus.singh78@email.com,39,F,0,Free,2023-11-13,2024-10-19,74,4,74.36,18.59,0.436,0.419,Horror,Vivocity,GV App
GV004572,Zhen Wei Goh,zhen.wei.goh93@email.com,39,F,1,Silver,2021-12-26,2024-11-03,59,8,707.25,88.41,0.649,0.251,Comedy,Tampines,GV App
GV004573,Faiz Ng,faiz.ng62@email.com,51,F,1,Platinum,2024-08-26,2024-12-19,13,6,369.49,61.58,0.524,0.711,Thriller,Tampines,Website
GV004574,Hui Fen Hussain,hui.fen.hussain82@email.com,60,F,0,Free,2023-10-04,2024-12-28,4,26,743.82,28.61,0.903,0.755,Sci-Fi,Kallang Leisure Park,Walk-in
GV004575,Karthik Lim,karthik.lim33@email.com,67,M,0,Free,2021-10-12,2024-07-24,161,4,79.82,19.95,0.423,0.437,Romance,Bishan,Social Media
GV004576,Ling Ling Chua,ling.ling.chua58@email.com,39,F,1,Platinum,2022-03-08,2024-12-22,10,27,616.0,22.81,0.911,0.823,Thriller,Jurong Point,Partner Referral
GV004577,Jia Qi Abdullah,jia.qi.abdullah86@email.com,33,Prefer not to say,1,Standard,2021-10-06,2024-08-01,153,4,56.09,14.02,0.405,0.342,Comedy,Paya Lebar,Social Media
GV004578,Siti Yeo,siti.yeo68@email.com,20,M,1,Platinum,2023-04-27,2024-12-20,12,39,957.24,24.54,0.704,0.869,Sci-Fi,Jurong Point,GV App
GV004579,Amelia Pillai,amelia.pillai26@email.com,36,F,0,Free,2021-12-25,2024-10-28,65,5,79.24,15.85,0.444,0.581,Comedy,Bishan,Partner Referral
GV004580,Mei Ling Hussain,mei.ling.hussain53@email.com,26,M,1,Gold,2024-06-06,2024-11-15,47,16,887.19,55.45,0.629,0.289,Comedy,Vivocity,Partner Referral
GV004581,Faiz Chua,faiz.chua27@email.com,27,F,1,Silver,2023-04-18,2024-07-10,175,14,226.38,16.17,0.415,0.582,Sci-Fi,Vivocity,Walk-in
GV004582,Amirah Chua,amirah.chua27@email.com,54,Prefer not to say,1,Gold,2022-03-19,2024-11-22,40,5,340.46,68.09,0.545,0.882,Drama,Vivocity,Walk-in
GV004583,Marcus Lee,marcus.lee84@email.com,50,M,0,Free,2023-02-16,2024-12-10,22,9,522.57,58.06,0.858,0.33,Romance,Kallang Leisure Park,GV App
GV004584,Priya Nair,priya.nair88@email.com,27,F,1,Gold,2023-11-02,2024-12-14,18,12,677.13,56.43,0.788,0.313,Animation,Bishan,Walk-in
GV004585,Jun Hao Chen,jun.hao.chen55@email.com,68,M,0,Free,2023-01-04,2024-11-23,39,9,669.87,74.43,0.463,0.665,Action,Yishun,Corporate
GV004586,Jun Hao Lee,jun.hao.lee44@email.com,22,F,1,Silver,2024-12-02,2024-12-14,18,14,910.15,65.01,0.696,0.233,Animation,Jurong Point,Walk-in
GV004587,Li Ting Pillai,li.ting.pillai21@email.com,47,F,1,Gold,2024-11-16,2024-12-21,11,26,728.29,28.01,0.801,0.815,Action,Bishan,Walk-in
GV004588,Amirah Yeo,amirah.yeo97@email.com,66,F,1,Gold,2023-11-28,2024-12-17,15,38,1052.63,27.7,0.975,0.671,Thriller,Jurong Point,GV App
GV004589,Nicole Teo,nicole.teo39@email.com,27,F,0,Free,2024-10-25,2024-08-11,143,3,51.09,17.03,0.534,0.449,Horror,Yishun,Walk-in
GV004590,Chen Hao Pillai,chen.hao.pillai39@email.com,53,M,0,Free,2022-05-19,2024-07-19,166,5,75.89,15.18,0.314,0.447,Romance,JEM,GV App
GV004591,Farhan Abdullah,farhan.abdullah27@email.com,64,F,1,Silver,2024-11-06,2024-11-24,38,8,657.13,82.14,0.899,0.398,Comedy,Kallang Leisure Park,Website
GV004592,Ryan Abdullah,ryan.abdullah46@email.com,33,F,1,Silver,2024-02-08,2024-11-28,34,18,1271.24,70.62,0.717,0.111,Romance,Yishun,Walk-in
GV004593,Shreya Ng,shreya.ng36@email.com,49,F,0,Free,2023-02-12,2024-07-11,174,4,56.81,14.2,0.595,0.424,Comedy,JEM,Walk-in
GV004594,Nadia Goh,nadia.goh67@email.com,26,F,1,Gold,2024-09-28,2024-11-26,36,9,439.01,48.78,0.695,0.611,Drama,Bishan,Social Media
GV004595,Jun Hao Wong,jun.hao.wong22@email.com,55,M,1,Standard,2022-05-27,2024-02-21,315,12,259.95,21.66,0.523,0.662,Animation,Vivocity,Corporate
GV004596,Jasmine Ng,jasmine.ng39@email.com,33,M,1,Gold,2022-06-14,2024-12-08,24,34,1099.75,32.35,0.867,0.944,Sci-Fi,Yishun,Walk-in
GV004597,Jun Hao Yeo,jun.hao.yeo55@email.com,61,M,0,Free,2023-03-22,2024-04-20,256,11,195.82,17.8,0.417,0.772,Sci-Fi,Vivocity,Walk-in
GV004598,Wei Jie Pillai,wei.jie.pillai34@email.com,63,F,1,Gold,2024-09-14,2024-12-11,21,10,554.72,55.47,0.817,0.363,Comedy,Paya Lebar,Website
GV004599,Wei Jie Yeo,wei.jie.yeo23@email.com,55,M,1,Platinum,2023-04-28,2024-12-13,19,4,265.41,66.35,0.541,0.69,Action,JEM,GV App
GV004600,Darren Kumar,darren.kumar22@email.com,61,M,0,Free,2024-03-31,2024-07-07,178,4,59.44,14.86,0.628,0.482,Comedy,JEM,Walk-in
GV004601,Jasmine Pillai,jasmine.pillai61@email.com,65,M,1,Gold,2022-05-22,2024-12-12,20,20,506.31,25.32,0.843,0.916,Action,Bishan,GV App
GV004602,Hui Fen Chen,hui.fen.chen10@email.com,16,F,0,Free,2021-11-03,2024-09-07,116,2,25.74,12.87,0.537,0.567,Romance,Bishan,Walk-in
GV004603,Hafiz Kumar,hafiz.kumar50@email.com,61,M,1,Gold,2023-05-25,2024-12-21,11,37,1099.97,29.73,0.811,0.708,Sci-Fi,Kallang Leisure Park,Social Media
GV004604,Ryan Abdullah,ryan.abdullah50@email.com,46,F,0,Free,2024-02-23,2024-07-29,156,12,312.81,26.07,0.496,0.553,Horror,Vivocity,GV App
GV004605,Tan Wei Hussain,tan.wei.hussain16@email.com,16,F,0,Free,2023-06-02,2024-12-28,4,25,770.17,30.81,0.746,0.916,Thriller,Paya Lebar,Website
GV004606,Surya Pillai,surya.pillai66@email.com,16,M,1,Platinum,2023-10-27,2024-12-24,8,5,327.8,65.56,0.626,0.788,Drama,JEM,Social Media
GV004607,Rajan Tan,rajan.tan90@email.com,56,M,0,Free,2022-02-26,2024-12-29,3,30,693.16,23.11,0.88,0.9,Thriller,Vivocity,GV App
GV004608,Jun Hao Patel,jun.hao.patel65@email.com,37,M,1,Gold,2023-12-13,2024-11-23,39,7,474.28,67.75,0.614,0.736,Action,Bishan,Website
GV004609,Hafiz Wong,hafiz.wong53@email.com,65,M,1,Gold,2023-11-01,2024-12-14,18,5,255.4,51.08,0.55,0.702,Drama,Yishun,Partner Referral
GV004610,Siti Lim,siti.lim67@email.com,34,M,1,Platinum,2023-06-28,2024-12-15,17,6,275.03,45.84,0.447,0.87,Action,Bishan,GV App
GV004611,Karthik Teo,karthik.teo20@email.com,39,F,0,Free,2024-03-01,2024-07-08,177,2,28.82,14.41,0.633,0.648,Comedy,Paya Lebar,Website
GV004612,Shreya Chen,shreya.chen10@email.com,21,F,0,Free,2022-09-25,2024-06-26,189,5,72.75,14.55,0.386,0.625,Horror,Jurong Point,Website
GV004613,Jia Qi Wong,jia.qi.wong66@email.com,33,M,0,Free,2024-03-17,2024-12-15,17,14,1032.91,73.78,0.702,0.332,Animation,Kallang Leisure Park,Walk-in
GV004614,Surya Teo,surya.teo31@email.com,66,F,0,Free,2022-01-07,2024-03-17,290,8,215.29,26.91,0.669,0.687,Horror,JEM,GV App
GV004615,Jia Qi Koh,jia.qi.koh95@email.com,27,Prefer not to say,0,Free,2023-05-21,2024-09-15,108,5,88.11,17.62,0.482,0.667,Romance,Kallang Leisure Park,GV App
GV004616,Farhan Lee,farhan.lee96@email.com,63,F,0,Free,2023-05-14,2024-10-25,68,2,34.89,17.45,0.66,0.51,Drama,JEM,Social Media
GV004617,Jia Qi Pillai,jia.qi.pillai28@email.com,27,F,1,Gold,2024-03-05,2024-12-02,30,8,602.39,75.3,0.608,0.233,Animation,Vivocity,Walk-in
GV004618,Hui Min Hussain,hui.min.hussain70@email.com,30,M,1,Gold,2023-01-19,2024-12-07,25,25,617.37,24.69,0.935,0.832,Action,Paya Lebar,Website
GV004619,Xiu Ying Yeo,xiu.ying.yeo86@email.com,44,F,0,Free,2023-03-16,2024-11-19,43,19,1059.19,55.75,0.815,0.203,Animation,Jurong Point,GV App
GV004620,Wei Jie Patel,wei.jie.patel55@email.com,45,M,0,Free,2021-12-19,2024-11-30,32,8,641.24,80.16,0.849,0.126,Comedy,Yishun,GV App
GV004621,Karthik Hussain,karthik.hussain34@email.com,56,F,1,Silver,2022-09-21,2024-12-09,23,19,1457.94,76.73,0.892,0.199,Romance,Jurong Point,GV App
GV004622,Chen Hao Abdullah,chen.hao.abdullah80@email.com,57,M,0,Free,2022-08-13,2024-07-05,180,5,78.32,15.66,0.432,0.62,Horror,Paya Lebar,GV App
GV004623,Li Ting Tan,li.ting.tan25@email.com,17,M,0,Free,2021-11-26,2024-07-01,184,5,82.36,16.47,0.547,0.441,Animation,Yishun,Walk-in
GV004624,Hui Fen Hussain,hui.fen.hussain48@email.com,51,M,0,Free,2024-07-23,2024-03-25,282,8,190.72,23.84,0.76,0.616,Animation,Kallang Leisure Park,Walk-in
GV004625,Arjun Ong,arjun.ong78@email.com,18,F,0,Free,2022-10-17,2024-09-10,113,5,75.99,15.2,0.648,0.471,Romance,Kallang Leisure Park,Walk-in
GV004626,Amirah Lim,amirah.lim37@email.com,18,M,0,Free,2024-08-06,2024-02-01,335,13,377.94,29.07,0.77,0.706,Drama,JEM,Walk-in
GV004627,Jun Hao Chen,jun.hao.chen15@email.com,60,F,1,Gold,2023-04-10,2024-12-13,19,10,788.01,78.8,0.655,0.601,Drama,JEM,GV App
GV004628,Nicole Lee,nicole.lee92@email.com,52,F,0,Free,2021-10-11,2024-10-20,73,6,100.69,16.78,0.336,0.665,Action,Vivocity,Corporate
GV004629,Li Ting Wong,li.ting.wong45@email.com,32,F,1,Gold,2022-07-27,2024-12-18,14,14,1187.08,84.79,0.728,0.212,Animation,Yishun,Website
GV004630,Hui Fen Patel,hui.fen.patel85@email.com,31,F,1,Platinum,2023-11-10,2024-12-11,21,34,938.36,27.6,0.816,0.921,Action,Yishun,GV App
GV004631,Arjun Abdullah,arjun.abdullah65@email.com,31,F,0,Free,2021-12-28,2024-05-02,244,12,312.09,26.01,0.614,0.416,Animation,Bishan,GV App
GV004632,Ryan Lim,ryan.lim84@email.com,23,F,0,Free,2023-04-06,2024-04-25,251,7,183.01,26.14,0.52,0.591,Horror,Kallang Leisure Park,Website
GV004633,Siti Tan,siti.tan42@email.com,41,F,0,Free,2022-08-17,2024-12-19,13,17,1218.43,71.67,0.612,0.199,Animation,JEM,Website
GV004634,Jasmine Patel,jasmine.patel82@email.com,60,M,0,Free,2023-10-03,2024-12-21,11,6,321.72,53.62,0.443,0.822,Drama,Bishan,Website
GV004635,Li Ting Pillai,li.ting.pillai81@email.com,61,F,0,Free,2023-02-19,2024-02-28,308,11,219.85,19.99,0.423,0.534,Romance,Jurong Point,GV App
GV004636,Ryan Koh,ryan.koh30@email.com,34,F,1,Gold,2024-07-19,2024-12-16,16,19,1299.07,68.37,0.752,0.116,Comedy,Bishan,Partner Referral
GV004637,Amirah Abdullah,amirah.abdullah56@email.com,62,F,0,Free,2023-06-24,2024-12-05,27,18,440.32,24.46,0.833,0.699,Action,Paya Lebar,Website
GV004638,Priya Lim,priya.lim40@email.com,51,M,1,Platinum,2024-11-05,2024-12-06,26,24,805.54,33.56,0.955,0.718,Action,Yishun,GV App
GV004639,Amirah Kumar,amirah.kumar78@email.com,69,F,0,Free,2022-04-06,2024-07-22,163,1,18.23,18.23,0.367,0.344,Action,Paya Lebar,GV App
